gene_name,gene_length,nucleotide_overlap,median_coverage,mean_coverage,reads_mapped,num_nts_in_reads
chrs:EAG08_05440,1278,150,0.0,0.11658841940532082,1,150
chrs:EAG08_04305,795,35,0.0,0.042767295597484274,1,35
chrs:EAG08_08305,705,33,0.0,0.04539007092198582,1,33
chrs:EAG08_21275,2529,150,0.0,0.05891656781336497,1,150
sfi:SFUL_479,1089,147,0.0,0.13406795224977044,1,147
sfi:SFUL_4995,3465,150,0.0,0.043001443001443,1,150
sfi:SFUL_6414,1125,150,0.0,0.13244444444444445,1,150
sfi:SFUL_2429,74,12,0.0,0.14864864864864866,1,12
sfi:SFUL_5957,1239,150,0.0,0.12025827280064569,1,150
sfi:SFUL_5887,1005,150,0.0,0.1482587064676617,1,150
sfi:SFUL_6878,861,104,0.0,0.11962833914053426,1,104
sfi:SFUL_6879,1005,50,0.0,0.04875621890547264,1,50
sfi:SFUL_4176,855,150,0.0,0.1742690058479532,1,150
sfi:SFUL_2381,1665,150,0.0,0.0894894894894895,1,150
sfi:SFUL_2954,936,150,0.0,0.15918803418803418,1,150
sfi:SFUL_6234,957,66,0.0,0.06792058516196448,1,66
sfi:SFUL_6235,270,52,0.0,0.18888888888888888,1,52
sfi:SFUL_2465,780,24,0.0,0.029487179487179487,1,24
sfi:SFUL_4436,82,12,0.0,0.13414634146341464,1,12
sfi:SFUL_4540,1365,150,0.0,0.10915750915750916,1,150
sfi:SFUL_2207,2226,150,0.0,0.06693620844564241,1,150
sfi:SFUL_5062,945,17,0.0,0.016931216931216932,1,17
sfi:SFUL_5063,1197,76,0.0,0.06265664160401002,1,76
sfi:SFUL_1295,951,150,0.0,0.15667718191377497,1,150
sfi:SFUL_4725,1755,150,0.0,0.0849002849002849,1,150
sfi:SFUL_3027,1056,14,0.0,0.01231060606060606,1,14
sfi:SFUL_6186,1620,150,0.0,0.09197530864197531,1,150
sfi:SFUL_2513,1329,150,0.0,0.11211437170805116,1,150
sfi:SFUL_1692,1887,150,0.0,0.0789613142554319,1,150
sfi:SFUL_3327,1689,150,0.0,0.08821788040260509,1,150
sfi:SFUL_5616,1158,150,0.0,0.12867012089810018,1,150
sfi:SFUL_1368,774,150,0.0,0.1925064599483204,1,150
sfi:SFUL_6665,426,150,0.0,0.34976525821596244,1,150
sfi:SFUL_4627,1401,150,0.0,0.10635260528194147,1,150
sfi:SFUL_1949,576,16,0.0,0.026041666666666668,1,16
sfi:SFUL_3917,1083,150,0.0,0.13758079409048937,1,150
sfi:SFUL_990,840,150,0.0,0.1773809523809524,1,150
sfi:SFUL_1685,795,150,0.0,0.18742138364779873,1,150
sfi:SFUL_5232,1683,50,0.0,0.029114676173499703,1,50
sfi:SFUL_3361,348,147,0.0,0.41954022988505746,1,147
sfi:SFUL_5402,885,150,0.0,0.16836158192090395,1,150
sfi:SFUL_4616,1596,150,0.0,0.09335839598997493,1,150
sfi:SFUL_2377,1449,150,0.0,0.1028295376121463,1,150
sfi:SFUL_3096,945,150,0.0,0.15767195767195769,1,150
sfi:SFUL_5235,2436,300,0.0,0.12233169129720854,2,300
sfi:SFUL_786,1722,300,0.0,0.17305458768873402,2,300
sfi:SFUL_677,1089,150,0.0,0.13682277318640956,1,150
sfi:SFUL_3060,1824,150,0.0,0.08168859649122807,1,150
sfi:SFUL_789,621,150,0.0,0.23993558776167473,1,150
sfi:SFUL_1027,1770,150,0.0,0.08418079096045197,1,150
sfi:SFUL_4029,1410,150,0.0,0.10567375886524823,1,150
sfi:SFUL_5452,684,150,0.0,0.21783625730994152,1,150
sfi:SFUL_6736,2421,150,0.0,0.06154481619165634,1,150
sfi:SFUL_6455,855,150,0.0,0.1742690058479532,1,150
sfi:SFUL_2128,2541,150,0.0,0.05863833136560409,1,150
sfi:SFUL_6379,1056,150,0.0,0.14109848484848486,1,150
sfi:SFUL_913,1671,150,0.0,0.08916816277678037,1,150
sfi:SFUL_5680,4752,150,0.0,0.03135521885521886,1,150
sfi:SFUL_3297,576,82,0.0,0.140625,1,82
sfi:SFUL_1829,1230,150,0.0,0.12113821138211382,1,150
sfi:SFUL_6250,1545,122,0.0,0.07831715210355987,1,122
sfi:SFUL_4425,2001,150,0.0,0.07446276861569215,1,150
sfi:SFUL_709,1113,150,0.0,0.13387241689128482,1,150
sfi:SFUL_3203,3078,150,0.0,0.048408057179987,1,150
sfi:SFUL_836,417,88,0.0,0.20863309352517986,1,88
sfi:SFUL_837,900,29,0.0,0.03111111111111111,1,29
sfi:SFUL_3042,798,150,0.0,0.18671679197994986,1,150
sfi:SFUL_1559,1440,150,0.0,0.10347222222222222,1,150
sfi:SFUL_3044,1695,150,0.0,0.08790560471976401,1,150
sfi:SFUL_2685,1221,18,0.0,0.013923013923013924,1,18
sfi:SFUL_3876,747,49,0.0,0.0642570281124498,1,49
sfi:SFUL_4569,1329,150,0.0,0.11211437170805116,1,150
sfi:SFUL_4615,657,37,0.0,0.0547945205479452,1,37
sfi:SFUL_5226,1428,150,0.0,0.10434173669467788,1,150
sfi:SFUL_6511,2391,150,0.0,0.06231702216645755,1,150
sfi:SFUL_4730,1581,150,0.0,0.09424414927261227,1,150
sfi:SFUL_5190,1044,150,0.0,0.14272030651340997,1,150
sfi:SFUL_2934,1320,150,0.0,0.11287878787878788,1,150
sfi:SFUL_4559,1971,150,0.0,0.07559614408929477,1,150
sfi:SFUL_4312,2229,85,0.0,0.03768506056527591,1,85
sfi:SFUL_3484,2859,150,0.0,0.05211612451906261,1,150
sfi:SFUL_4047,777,150,0.0,0.19176319176319176,1,150
sfi:SFUL_6210,1167,150,0.0,0.12767780634104542,1,150
sfi:SFUL_5717,771,90,0.0,0.11543450064850844,1,90
sfi:SFUL_6914,1116,78,0.0,0.06899641577060932,1,78
sfi:SFUL_6915,585,18,0.0,0.02905982905982906,1,18
sfi:SFUL_2510,1446,150,0.0,0.10304287690179806,1,150
sfi:SFUL_3630,1278,150,0.0,0.11658841940532082,1,150
sfi:SFUL_784,678,134,0.0,0.19616519174041297,1,134
sfi:SFUL_4153,702,67,0.0,0.09401709401709402,1,67
mfl:Mfl295,1890,150,0.0,0.07883597883597884,1,150
mfl:Mfl642,927,150,0.0,0.16073354908306364,1,150
mfl:Mfl648,1599,150,0.0,0.09318323952470293,1,150
mfl:Mfl275,4011,300,0.0,0.07429568686113189,2,300
mfl:Mfl312,2550,150,0.0,0.05843137254901961,1,150
mfl:Mfl516,1719,150,0.0,0.0866783013379872,1,150
mfl:Mfl163,1440,80,0.0,0.05486111111111111,1,80
mfl:Mfl309,1944,300,0.0,0.15329218106995884,2,300
mfl:Mfl658,1395,150,0.0,0.10681003584229391,1,150
mfl:Mfl672,1953,150,0.0,0.07629288274449565,1,150
mfl:Mfl650,1209,106,0.0,0.08684863523573201,1,106
mfl:Mfl651,1449,35,0.0,0.023464458247066944,1,35
mfl:Mfl515,1452,150,0.0,0.10261707988980716,1,150
mfl:Mfl509,3243,300,0.0,0.09189022510021586,2,300
mfl:Mfl139,348,150,0.0,0.4281609195402299,1,150
mfl:Mfl497,939,150,0.0,0.15867944621938232,1,150
mfl:Mfl613,2679,150,0.0,0.055617767823814855,1,150
mfl:Mfl541,501,39,0.0,0.07584830339321358,1,39
mfl:Mfl542,270,54,0.0,0.1962962962962963,1,54
mfl:Mfl576,687,137,0.0,0.19796215429403202,1,137
mfl:Mfl209,2115,150,0.0,0.07044917257683216,1,150
mfl:Mfl288,4482,300,0.0,0.06648817492190987,2,300
mfl:Mfl330,207,45,0.0,0.21256038647342995,1,45
mfl:Mfl331,1215,116,0.0,0.09465020576131687,1,116
mfl:Mfl203,501,150,0.0,0.29740518962075846,1,150
mfl:Mfl003,975,96,0.0,0.09743589743589744,1,96
mfl:Mfl304,1368,150,0.0,0.10891812865497076,1,150
mfl:Mfl243,651,150,0.0,0.22887864823348694,1,150
mfl:Mfl313,1410,150,0.0,0.10567375886524823,1,150
mfl:Mfl200,1005,150,0.0,0.1482587064676617,1,150
mfl:Mfl654,1917,150,0.0,0.07772561293688054,1,150
mfl:Mfl587,1242,65,0.0,0.05152979066022544,1,65
mfl:Mfl588,1056,75,0.0,0.07007575757575757,1,75
mfl:Mfl235,861,150,0.0,0.17305458768873402,1,150
mfl:Mfl242,1329,150,0.0,0.11211437170805116,1,150
mfl:Mfl431,1545,150,0.0,0.0964401294498382,1,150
mfl:Mfl100,2862,150,0.0,0.052061495457721874,1,150
mfl:Mfl492,396,102,0.0,0.255050505050505,1,102
mfl:Mfl240,1134,150,0.0,0.13139329805996472,1,150
mfl:Mfl119,1305,150,0.0,0.11417624521072797,1,150
mfl:Mfl409,942,41,0.0,0.04246284501061571,1,41
mfl:Mfl098,2982,150,0.0,0.0499664654594232,1,150
mfl:Mfl160,2001,150,0.0,0.07446276861569215,1,150
mfl:Mfl177,1935,54,0.0,0.02739018087855297,1,54
mfl:Mfl075,1299,150,0.0,0.1147036181678214,1,150
mfl:Mfl011,1395,150,0.0,0.10681003584229391,1,150
mfl:Mfl522,1299,150,0.0,0.1147036181678214,1,150
mfl:Mfl678,1896,150,0.0,0.07858649789029536,1,150
mfl:Mfl598,3855,150,0.0,0.03865110246433204,1,150
mfl:Mfl206,1041,24,0.0,0.022094140249759846,1,24
mfl:Mfl207,1512,37,0.0,0.023809523809523808,1,37
mfl:Mfl059,2850,150,0.0,0.05228070175438596,1,150
mfl:Mfl167,861,150,0.0,0.17305458768873402,1,150
mfl:Mfl002,1122,150,0.0,0.13279857397504458,1,150
mfl:Mfl072,1350,150,0.0,0.11037037037037037,1,150
mfl:Mfl387,936,133,0.0,0.14102564102564102,1,133
mfl:Mfl404,2364,150,0.0,0.06302876480541456,1,150
mfl:Mfl265,510,150,0.0,0.29215686274509806,1,150
mbas:ALGA_0687,2340,150,0.0,0.06367521367521367,1,150
mbas:ALGA_3930,1008,124,0.0,0.12202380952380952,1,124
mbas:ALGA_1108,405,103,0.0,0.2518518518518518,1,103
mbas:ALGA_4043,4521,150,0.0,0.0329573103295731,1,150
mbas:ALGA_4352,2514,150,0.0,0.05926809864757359,1,150
mbas:ALGA_2604,3813,150,0.0,0.03907684238132704,1,150
mbas:ALGA_3896,1239,150,0.0,0.12025827280064569,1,150
mbas:ALGA_0402,1674,150,0.0,0.08900836320191159,1,150
mbas:ALGA_1207,807,300,0.0,0.36926889714993805,2,300
mbas:ALGA_3073,2157,150,0.0,0.06907742234585072,1,150
mbas:ALGA_0771,2031,150,0.0,0.07336287543082226,1,150
mbas:ALGA_3630,1347,150,0.0,0.11061618411284335,1,150
mbas:ALGA_2868,846,263,0.0,0.30851063829787234,2,263
mbas:ALGA_3713,399,150,0.0,0.37343358395989973,1,150
mbas:ALGA_1166,2115,150,0.0,0.07044917257683216,1,150
mbas:ALGA_0539,1173,150,0.0,0.12702472293265132,1,150
mbas:ALGA_4144,1218,150,0.0,0.12233169129720854,1,150
mbas:ALGA_4397,1788,150,0.0,0.08333333333333333,1,150
mbas:ALGA_4286,2361,300,0.0,0.12621770436255825,2,300
mbas:ALGA_4324,1101,203,0.0,0.18256130790190736,2,203
mbas:ALGA_1617,993,150,0.0,0.1500503524672709,1,150
mbas:ALGA_4272,1050,150,0.0,0.1419047619047619,1,150
mbas:ALGA_2599,549,150,0.0,0.27140255009107467,1,150
mbas:ALGA_0479,1221,150,0.0,0.12203112203112203,1,150
mbas:ALGA_0462,2328,150,0.0,0.06400343642611683,1,150
mbas:ALGA_4358,1347,150,0.0,0.11061618411284335,1,150
mbas:ALGA_2245,1494,150,0.0,0.0997322623828648,1,150
mbas:ALGA_1355,1194,150,0.0,0.12479061976549413,1,150
mbas:ALGA_4153,1290,150,0.0,0.11550387596899225,1,150
mbas:ALGA_3126,819,89,0.0,0.10744810744810745,1,89
mbas:ALGA_3127,1275,4,0.0,0.002352941176470588,1,4
mbas:ALGA_4421,1155,150,0.0,0.129004329004329,1,150
mbas:ALGA_1798,2208,150,0.0,0.06748188405797101,1,150
mbas:ALGA_1356,294,150,1.0,0.5068027210884354,1,150
mbas:ALGA_0441,3846,150,0.0,0.03874154966198648,1,150
mbas:ALGA_1066,1302,291,0.0,0.22887864823348694,2,300
mbas:ALGA_3364,1254,150,0.0,0.11881977671451356,1,150
mbas:ALGA_2182,828,150,0.0,0.17995169082125603,1,150
mbas:ALGA_1462,1140,39,0.0,0.03333333333333333,1,39
mbas:ALGA_1463,1467,92,0.0,0.06203135650988412,1,92
mbas:ALGA_0510,1461,150,0.0,0.10198494182067078,1,150
mbas:ALGA_2717,1797,150,0.0,0.08291597106288258,1,150
mbas:ALGA_1048,1356,150,0.0,0.10988200589970501,1,150
mbas:ALGA_1848,1956,150,0.0,0.0761758691206544,1,150
mbas:ALGA_4142,1578,150,0.0,0.0944233206590621,1,150
mbas:ALGA_2795,1776,150,0.0,0.0838963963963964,1,150
mbas:ALGA_1699,1224,150,0.0,0.12173202614379085,1,150
mbas:ALGA_0912,1527,150,0.0,0.09757694826457106,1,150
mbas:ALGA_3974,2529,150,0.0,0.05891656781336497,1,150
mbas:ALGA_1939,846,150,0.0,0.17612293144208038,1,150
mbas:ALGA_0930,1383,150,0.0,0.10773680404916848,1,150
mbas:ALGA_2880,1536,150,0.0,0.09700520833333333,1,150
mbas:ALGA_0553,1773,150,0.0,0.08403835307388607,1,150
mbas:ALGA_4266,1002,150,0.0,0.14870259481037923,1,150
mbas:ALGA_3096,2592,150,0.0,0.057484567901234566,1,150
mbas:ALGA_3006,1740,150,0.0,0.08563218390804597,1,150
mbas:ALGA_0428,2997,150,0.0,0.04971638304971638,1,150
mbas:ALGA_0894,699,150,0.0,0.21316165951359084,1,150
mbas:ALGA_0713,1383,120,0.0,0.08604483007953724,1,120
mbas:ALGA_0739,1737,150,0.0,0.08578008059873345,1,150
mbas:ALGA_1473,1251,150,0.0,0.11910471622701839,1,150
mbas:ALGA_3678,2046,150,0.0,0.07282502443792767,1,150
mbas:ALGA_2176,2190,150,0.0,0.06803652968036529,1,150
mbas:ALGA_0603,1557,150,0.0,0.09569685292228645,1,150
mbas:ALGA_0544,1440,150,0.0,0.10347222222222222,1,150
mbas:ALGA_2272,3249,150,0.0,0.04586026469682979,1,150
mbas:ALGA_2283,2118,150,0.0,0.07034938621340887,1,150
mbas:ALGA_2417,87,18,0.0,0.19540229885057472,1,18
mbas:ALGA_3393,2049,150,0.0,0.07271839921913129,1,150
mbas:ALGA_2862,5565,150,0.0,0.026774483378256962,1,150
mbas:ALGA_0554,3120,150,0.0,0.04775641025641025,1,150
mbas:ALGA_0460,954,67,0.0,0.06918238993710692,1,67
mbas:ALGA_4225,2313,150,0.0,0.06441850410722005,1,150
mbas:ALGA_3400,1041,150,0.0,0.1431316042267051,1,150
mbas:ALGA_4034,1338,150,0.0,0.11136023916292975,1,150
mbas:ALGA_0749,2364,150,0.0,0.06302876480541456,1,150
mbas:ALGA_3766,1275,45,0.0,0.034509803921568626,1,45
mbas:ALGA_3767,747,103,0.0,0.13654618473895583,1,103
mbas:ALGA_2155,1983,150,0.0,0.0751386787695411,1,150
mbas:ALGA_2234,1647,150,0.0,0.0904675166970249,1,150
mbas:ALGA_1228,786,150,0.0,0.1895674300254453,1,150
mbas:ALGA_2863,2394,150,0.0,0.06223893065998329,1,150
mbas:ALGA_1173,1311,150,0.0,0.11365369946605644,1,150
mbas:ALGA_0551,1014,150,0.0,0.14694280078895464,1,150
mbas:ALGA_3206,1698,150,0.0,0.08775029446407538,1,150
mbas:ALGA_2615,528,150,0.0,0.2821969696969697,1,150
mbas:ALGA_2777,1389,150,0.0,0.10727141828653708,1,150
mbas:ALGA_0798,2133,150,0.0,0.06985466479137366,1,150
mbas:ALGA_4125,2340,150,0.0,0.06367521367521367,1,150
mbas:ALGA_3970,1299,150,0.0,0.1147036181678214,1,150
mbas:ALGA_1283,2604,150,0.0,0.057219662058371736,1,150
mbas:ALGA_2550,1338,150,0.0,0.11136023916292975,1,150
mbas:ALGA_1635,390,150,0.0,0.382051282051282,1,150
mbas:ALGA_2647,1305,150,0.0,0.11417624521072797,1,150
mbas:ALGA_3104,1563,150,0.0,0.09532949456174024,1,150
mbas:ALGA_2794,3108,150,0.0,0.04794079794079794,1,150
mbas:ALGA_2960,1647,150,0.0,0.0904675166970249,1,150
mbas:ALGA_0432,3099,150,0.0,0.04808002581477896,1,150
mbas:ALGA_4004,1290,150,0.0,0.11550387596899225,1,150
mbas:ALGA_2983,1014,104,0.0,0.10157790927021697,1,104
mbas:ALGA_2984,1026,15,0.0,0.01364522417153996,1,15
mbas:ALGA_3983,822,150,0.0,0.18126520681265207,1,150
mbas:ALGA_2257,1263,150,0.0,0.11797307996832937,1,150
mbas:ALGA_1565,774,150,0.0,0.1925064599483204,1,150
mbas:ALGA_3779,390,150,0.0,0.382051282051282,1,150
mbas:ALGA_2333,1290,150,0.0,0.11550387596899225,1,150
mbas:ALGA_4097,2379,145,0.0,0.0605296343001261,1,145
mbas:ALGA_2735,1734,150,0.0,0.08592848904267589,1,150
mbas:ALGA_0717,1419,150,0.0,0.10500352360817478,1,150
mbas:ALGA_0512,1296,150,0.0,0.11496913580246913,1,150
mbas:ALGA_0433,3153,150,0.0,0.047256581033935936,1,150
mbas:ALGA_1137,534,150,0.0,0.27902621722846443,1,150
mbas:ALGA_0361,1236,150,0.0,0.12055016181229773,1,150
mbas:ALGA_2023,1356,135,0.0,0.09882005899705015,1,135
mbas:ALGA_0085,3180,150,0.0,0.04685534591194968,1,150
mbas:ALGA_2661,1401,150,0.0,0.10635260528194147,1,150
nbe:Back2_23830,936,150,0.0,0.15918803418803418,1,150
nbe:Back2_18700,966,150,0.0,0.15424430641821946,1,150
nbe:Back2_00800,873,150,0.0,0.1706758304696449,1,150
nbe:Back2_28670,1179,150,0.0,0.1263782866836302,1,150
nbe:Back2_04950,2541,150,0.0,0.05863833136560409,1,150
nbe:Back2_07900,2979,150,0.0,0.050016784155756965,1,150
nbe:Back2_09060,1737,150,0.0,0.08578008059873345,1,150
nbe:Back2_20340,882,150,0.0,0.1689342403628118,1,150
nbe:Back2_26560,1188,150,0.0,0.12542087542087543,1,150
nbe:Back2_23660,2106,150,0.0,0.07075023741690409,1,150
nbe:Back2_24640,1005,150,0.0,0.1482587064676617,1,150
nbe:Back2_20830,1632,150,0.0,0.09129901960784313,1,150
nbe:Back2_13630,1167,29,0.0,0.023993144815766924,1,29
nbe:Back2_02090,1209,150,0.0,0.12324234904880066,1,150
nbe:Back2_22230,3741,150,0.0,0.03982892274792836,1,150
nbe:Back2_16400,1500,150,0.0,0.09933333333333333,1,150
nbe:Back2_21800,2115,150,0.0,0.07044917257683216,1,150
nbe:Back2_09920,786,150,0.0,0.1895674300254453,1,150
tse:THMIRHAS_19740,351,92,0.0,0.25925925925925924,1,92
tse:THMIRHAS_11730,621,150,0.0,0.23993558776167473,1,150
tse:THMIRHAS_07530,1176,150,0.0,0.12670068027210885,1,150
tse:THMIRHAS_20060,906,150,0.0,0.16445916114790288,1,150
tse:THMIRHAS_14370,1158,150,0.0,0.12867012089810018,1,150
tse:THMIRHAS_05840,936,24,0.0,0.024572649572649572,1,24
tse:THMIRHAS_09390,534,150,0.0,0.27902621722846443,1,150
tse:THMIRHAS_12930,840,74,0.0,0.0869047619047619,1,74
tse:THMIRHAS_15170,1545,55,0.0,0.03495145631067961,1,55
tse:THMIRHAS_15180,330,69,0.0,0.20606060606060606,1,69
tse:THMIRHAS_04080,1686,150,0.0,0.08837485172004746,1,150
tse:THMIRHAS_21330,513,150,0.0,0.290448343079922,1,150
tse:THMIRHAS_15070,1626,150,0.0,0.09163591635916359,1,150
tse:THMIRHAS_16460,951,150,0.0,0.15667718191377497,1,150
tse:THMIRHAS_15660,2736,150,0.0,0.05445906432748538,1,150
tse:THMIRHAS_08550,2787,150,0.0,0.05346250448510944,1,150
tse:THMIRHAS_08070,1524,150,0.0,0.09776902887139108,1,150
tse:THMIRHAS_07190,2256,150,0.0,0.06604609929078015,1,150
tse:THMIRHAS_18800,1857,300,0.0,0.16047388260635434,2,300
tse:THMIRHAS_18810,1302,150,0.0,0.11443932411674347,1,150
tse:THMIRHAS_09130,1017,9,0.0,0.007866273352999017,1,9
tse:THMIRHAS_09140,1338,149,0.0,0.11061285500747384,1,149
tse:THMIRHAS_13920,1170,150,0.0,0.12735042735042734,1,150
tse:THMIRHAS_15980,2568,150,0.0,0.058021806853582554,1,150
tse:THMIRHAS_12190,1947,300,0.0,0.15305598356445815,2,300
tse:THMIRHAS_14360,1323,150,0.0,0.1126228269085412,1,150
tse:THMIRHAS_16330,1023,150,0.0,0.14565004887585534,1,150
tse:THMIRHAS_09850,1848,150,0.0,0.08062770562770563,1,150
tse:THMIRHAS_14790,771,150,0.0,0.1932555123216602,1,150
tse:THMIRHAS_00590,3162,150,0.0,0.04712207463630613,1,150
tse:THMIRHAS_05540,318,150,0.0,0.46855345911949686,1,150
tse:THMIRHAS_09930,357,70,0.0,0.19327731092436976,1,70
tse:THMIRHAS_19240,2064,150,0.0,0.07218992248062016,1,150
tse:THMIRHAS_13630,870,150,0.0,0.17126436781609194,1,150
tse:THMIRHAS_02530,2553,150,0.0,0.05836271053662358,1,150
tse:THMIRHAS_05340,393,116,0.0,0.2926208651399491,1,116
tse:THMIRHAS_21900,1086,150,0.0,0.13720073664825047,1,150
tse:THMIRHAS_04030,3966,150,0.0,0.03756933938477055,1,150
tse:THMIRHAS_01490,2172,150,0.0,0.06860036832412524,1,150
tse:THMIRHAS_03770,1092,150,0.0,0.13644688644688643,1,150
tse:THMIRHAS_23540,1065,150,0.0,0.13990610328638498,1,150
tse:THMIRHAS_20710,2223,150,0.0,0.06702654071075123,1,150
tse:THMIRHAS_07400,1314,150,0.0,0.11339421613394216,1,150
tse:THMIRHAS_05330,1194,150,0.0,0.12479061976549413,1,150
tse:THMIRHAS_10940,1212,137,0.0,0.11221122112211221,1,137
tse:THMIRHAS_14800,201,27,0.0,0.12935323383084577,1,27
tse:THMIRHAS_14810,1026,48,0.0,0.04580896686159844,1,48
tse:THMIRHAS_20660,1332,150,0.0,0.11186186186186187,1,150
tse:THMIRHAS_02560,1032,150,0.0,0.14437984496124032,1,150
tse:THMIRHAS_05310,1800,150,0.0,0.08277777777777778,1,150
tse:THMIRHAS_14020,1488,150,0.0,0.10013440860215053,1,150
tse:THMIRHAS_06890,1365,150,0.0,0.10915750915750916,1,150
tse:THMIRHAS_11990,2520,150,0.0,0.059126984126984125,1,150
tse:THMIRHAS_07170,2739,150,0.0,0.05439941584519898,1,150
tse:THMIRHAS_02940,1410,150,0.0,0.10567375886524823,1,150
tse:THMIRHAS_08460,1005,95,0.0,0.09353233830845771,1,95
tse:THMIRHAS_09860,4542,150,0.0,0.032804931748128575,1,150
tse:THMIRHAS_11380,2016,150,0.0,0.07390873015873016,1,150
tse:THMIRHAS_07430,711,150,0.0,0.20956399437412096,1,150
tse:THMIRHAS_20510,615,150,0.0,0.24227642276422764,1,150
tse:THMIRHAS_23210,1221,150,0.0,0.12203112203112203,1,150
tse:THMIRHAS_04200,2169,150,0.0,0.06869525126786538,1,150
tse:THMIRHAS_14090,3477,150,0.0,0.04285303422490653,1,150
tse:THMIRHAS_20900,2601,150,0.0,0.05728565936178393,1,150
tse:THMIRHAS_06130,1056,150,0.0,0.14109848484848486,1,150
tse:THMIRHAS_23870,3084,150,0.0,0.04831387808041505,1,150
tse:THMIRHAS_17630,1239,121,0.0,0.09685230024213075,1,121
tse:THMIRHAS_05450,714,150,0.0,0.20868347338935575,1,150
tse:THMIRHAS_17700,951,150,0.0,0.15667718191377497,1,150
tse:THMIRHAS_21350,1287,150,0.0,0.11577311577311578,1,150
tse:THMIRHAS_00010,1368,150,0.0,0.10891812865497076,1,150
tse:THMIRHAS_10300,2445,150,0.0,0.06094069529652352,1,150
tse:THMIRHAS_10040,1524,150,0.0,0.09776902887139108,1,150
tse:THMIRHAS_07110,798,150,0.0,0.18671679197994986,1,150
tse:THMIRHAS_03510,930,150,0.0,0.16021505376344086,1,150
tse:THMIRHAS_20180,2322,150,0.0,0.06416881998277348,1,150
tse:THMIRHAS_09900,10662,150,0.0,0.013974864003001313,1,150
miz:BAB75_17015,939,123,0.0,0.1299254526091587,1,123
miz:BAB75_24005,1122,76,0.0,0.06684491978609626,1,76
miz:BAB75_24010,720,66,0.0,0.09027777777777778,1,66
miz:BAB75_14580,1242,150,0.0,0.11996779388083736,1,150
miz:BAB75_17320,1383,150,0.0,0.10773680404916848,1,150
miz:BAB75_12145,1245,150,0.0,0.11967871485943775,1,150
miz:BAB75_21445,552,93,0.0,0.16666666666666666,1,93
miz:BAB75_16350,2304,150,0.0,0.0646701388888889,1,150
miz:BAB75_12085,2601,150,0.0,0.05728565936178393,1,150
miz:BAB75_22030,744,89,0.0,0.11827956989247312,1,89
miz:BAB75_22035,888,59,0.0,0.06531531531531531,1,59
miz:BAB75_24330,1359,150,0.0,0.10963944076526858,1,150
miz:BAB75_15955,3555,150,0.0,0.04191279887482419,1,150
miz:BAB75_25310,4233,150,0.0,0.03519962201748169,1,150
miz:BAB75_16590,1692,4,0.0,0.0017730496453900709,1,4
miz:BAB75_05500,810,150,0.0,0.18395061728395062,1,150
miz:BAB75_12605,1695,150,0.0,0.08790560471976401,1,150
miz:BAB75_09800,645,150,0.0,0.2310077519379845,1,150
miz:BAB75_11095,1602,150,0.0,0.09300873907615481,1,150
miz:BAB75_23810,1098,150,0.0,0.13570127504553733,1,150
miz:BAB75_13060,693,124,0.0,0.1774891774891775,1,124
miz:BAB75_13065,660,37,0.0,0.05454545454545454,1,37
miz:BAB75_17885,1071,150,0.0,0.13912231559290383,1,150
miz:BAB75_02365,1251,150,0.0,0.11910471622701839,1,150
miz:BAB75_07925,1455,45,0.0,0.030240549828178694,1,45
miz:BAB75_07930,2217,52,0.0,0.023004059539918808,1,52
miz:BAB75_23965,432,56,0.0,0.12731481481481483,1,56
miz:BAB75_14750,1011,150,0.0,0.14737883283877348,1,150
miz:BAB75_25025,3111,300,0.0,0.09578913532626165,2,300
miz:BAB75_16925,1878,150,0.0,0.07933972310969116,1,150
miz:BAB75_01100,1989,150,0.0,0.07491201608848667,1,150
miz:BAB75_25525,858,124,0.0,0.14335664335664336,1,124
miz:BAB75_25530,858,25,0.0,0.027972027972027972,1,25
miz:BAB75_12770,1125,150,0.0,0.13244444444444445,1,150
miz:BAB75_12160,753,150,0.0,0.19787516600265603,1,150
miz:BAB75_11820,762,150,0.0,0.19553805774278216,1,150
miz:BAB75_25425,1824,7,0.0,0.003289473684210526,1,7
miz:BAB75_09180,1200,150,0.0,0.12416666666666666,1,150
miz:BAB75_25495,1251,63,0.0,0.0495603517186251,1,63
miz:BAB75_02230,1266,150,0.0,0.11769352290679305,1,150
miz:BAB75_01605,549,150,0.0,0.27140255009107467,1,150
miz:BAB75_02685,972,150,0.0,0.15329218106995884,1,150
miz:BAB75_17870,1437,150,0.0,0.10368823938761308,1,150
miz:BAB75_15960,3546,150,0.0,0.04201917653694304,1,150
miz:BAB75_14430,459,150,0.0,0.32461873638344224,1,150
miz:BAB75_19600,258,150,1.0,0.5775193798449613,1,150
miz:BAB75_17765,1500,150,0.0,0.09933333333333333,1,150
miz:BAB75_11900,1884,150,0.0,0.07908704883227176,1,150
miz:BAB75_03495,831,150,0.0,0.1793020457280385,1,150
miz:BAB75_24595,1341,150,0.0,0.1111111111111111,1,150
miz:BAB75_23325,1086,150,0.0,0.13720073664825047,1,150
miz:BAB75_14665,873,150,0.0,0.1706758304696449,1,150
miz:BAB75_21725,666,150,0.0,0.22372372372372373,1,150
miz:BAB75_12060,5049,150,0.0,0.02951079421667657,1,150
miz:BAB75_01125,1914,145,0.0,0.07523510971786834,1,145
miz:BAB75_16195,1380,150,0.0,0.10797101449275362,1,150
